47 1 9
47 20 17
47 15 19
47 5 13
47 11 15
47 7 20
47 6 13
48 12 16
48 20 13
48 6 13
48 7 8
48 5 15
48 11 10
48 6 14
48 7 10
48 6 5
48 2 18
49 20 16
49 3 15
49 8 1
49 19 20
49 15 4
49 18 16
49 8 14
49 1 14
49 2 18
49 8 11
50 10 2
50 19 3
50 13 6
50 1 4
50 18 3
50 18 7
50 19 6
50 12 4
50 17 6
50 6 7
51 4 16
51 14 8
51 7 1
51 7 14
51 2 3
51 14 1
51 1 6
51 12 18
51 1 13
51 14 19
52 17 14
52 15 11
52 5 18
52 13 9
52 17 3
52 11 16
52 1 9
52 2 13
52 11 4
52 6 9
53 8 19
53 18 1
53 9 13
53 14 12
53 5 4
53 17 7
53 15 19
53 9 20
53 9 3
53 5 8
54 6 18
54 9 13
54 5 1
54 19 3
54 8 15
54 11 6
54 4 15
54 9 3
54 4 2
54 6 8
55 15 20
55 1 20
55 5 18
55 10 20
55 10 20
55 8 7
55 15 19
55 7 18
55 4 19
55 12 19
56 2 6
56 2 15
56 10 6
56 2 20
56 12 14
56 4 2
56 7 8
56 17 15
56 9 17
56 13 6
57 13 11
57 7 11
57 6 13
57 15 9
57 6 11
57 18 19
57 3 14
57 13 8
57 17 9
57 19 14
58 18 14
58 8 13
58 12 17
58 8 13
58 8 4
58 12 10
58 9 14
58 2 14
58 19 13
58 1 10
59 12 5
59 9 5
59 16 10
59 13 12
59 9 3
59 7 14
59 19 1
59 20 18
59 18 4
59 14 6
59 3 18
59 18 2
59 19 13
59 18 17
60 2 19
60 5 3
60 10 13
60 2 1
60 2 19
60 10 19
60 18 14
60 10 15
60 11 10
60 13 19
61 16 3
61 13 18
61 11 12
61 2 5
61 1 5
61 10 19
61 10 17
61 14 19
61 14 10
61 10 15
62 15 13
62 15 16
62 4 12
62 13 16
62 10 14
62 5 14
62 8 14
62 20 12
62 10 14
62 13 2
62 11 18
62 6 13
62 6 4
62 8 16
62 4 9
62 6 13
62 5 1
62 15 3
62 15 19
62 11 15
63 8 12
63 18 16
63 12 19
63 4 9
63 8 4
63 4 16
63 8 13
63 18 12
63 18 17
63 16 2
64 20 14
64 11 16
64 16 14
64 3 5
64 3 1
64 6 9
64 3 1
64 1 14
64 3 9
64 5 20
64 10 9
64 14 13
64 16 13
64 12 6
65 9 5
65 4 18
65 8 1
65 8 15
65 3 19
65 9 2
65 11 19
65 16 19
65 7 12
65 18 19
66 3 2
66 11 17
66 1 2
66 3 11
66 19 4
66 6 15
66 20 8
66 9 17
66 14 13
66 18 17
66 14 19
66 1 17
66 13 16
66 12 8
66 7 5
66 18 16
66 1 5
66 15 16
66 20 2
66 18 19
67 10 6
67 9 15
67 10 20
67 4 7
67 10 8
67 11 13
67 19 6
67 12 6
67 9 3
67 19 4
68 5 6
68 20 1
68 2 8
68 7 10
68 2 9
68 16 8
68 1 6
68 11 5
68 2 1
68 13 6
69 15 5
69 2 7
69 2 14
69 20 19
69 15 16
69 12 13
69 7 5
69 6 15
69 18 1
69 11 5
69 13 5
69 13 8
69 11 5
69 17 16
69 16 5
69 7 14
69 10 4
69 16 15
69 11 16
69 19 15
70 12 16
70 17 18
70 17 1
70 3 19
70 9 6
70 10 5
70 16 5
70 12 6
70 6 18
70 11 5
71 3 2
71 12 16
71 8 16
71 12 13
71 7 2
71 12 1
71 12 4
71 10 14
71 12 2
71 20 4
72 15 8
72 14 15
72 16 1
72 3 4
72 17 16
72 19 13
72 19 4
72 14 18
72 5 7
72 16 18
72 11 5
72 1 5
72 14 1
72 10 5
72 18 8
72 8 3
72 13 2
72 12 1
72 13 15
72 7 5
72 15 4
72 10 18
72 15 7
72 19 6
72 17 15
72 10 15
73 4 9
73 12 15
73 10 18
73 4 8
73 18 14
73 8 16
73 4 10
73 12 20
73 4 5
73 7 19
74 14 16
74 11 13
74 10 20
74 10 9
74 5 15
74 3 18
74 19 18
74 12 1
74 11 4
74 5 3
75 11 8
75 14 7
75 15 3
75 16 7
75 12 5
75 14 1
75 11 19
75 3 6
75 14 3
75 10 2
76 6 2
76 20 5
76 1 8
76 11 17
76 17 2
76 3 8
76 7 4
76 5 16
76 3 9
76 6 13
77 16 18
77 16 8
77 11 1
77 11 17
77 11 1
77 16 1
77 11 10
77 19 6
77 1 13
77 3 13
78 10 1
78 14 12
78 8 4
78 15 17
78 11 19
78 12 7
78 9 2
78 15 17
78 16 17
78 16 13
79 12 7
79 1 16
79 15 7
79 14 7
79 20 13
79 3 8
79 11 16
79 12 4
79 4 5
79 13 6
80 18 15
80 18 1
80 12 16
80 15 9
80 18 12
80 10 3
80 7 12
80 6 11
80 3 6
80 10 4
81 17 13
81 20 7
81 17 13
81 16 10
81 16 10
81 14 13
81 1 18
81 10 7
81 2 14
81 14 3
82 10 2
82 17 3
82 8 15
82 11 9
82 18 3
82 1 16
82 2 16
82 2 1
82 19 16
82 6 13
83 16 11
83 9 4
83 12 11
83 16 7
83 17 4
83 1 11
83 19 12
83 15 14
83 15 11
83 7 9
84 14 17
84 8 11
84 7 14
84 10 1
84 10 11
84 15 9
84 6 14
84 7 13
84 15 16
84 11 14
84 3 14
85 15 1
85 12 16
85 9 5
85 20 10
85 6 3
85 1 7
85 19 17
85 13 2
85 19 6
85 12 14
86 8 9
86 17 7
86 20 1
86 18 12
86 16 9
86 19 15
86 4 15
86 9 17
86 12 15
86 3 17
86 8 16
87 4 5
87 2 15
87 17 7
87 19 20
87 6 13
87 2 1
87 19 15
87 2 9
87 12 7
87 12 4
88 13 7
88 3 5
88 18 5
88 10 7
88 2 19
88 6 9
88 18 9
88 16 12
88 6 1
88 4 10
89 8 13
89 4 9
89 13 10
89 3 10
89 11 3
89 2 5
89 20 13
89 20 12
89 7 12
89 8 12
90 14 20
90 11 16
90 5 3
90 7 14
90 1 20
90 6 14
90 2 13
90 15 13
90 12 15
90 17 16
91 3 8
91 19 2
91 7 19
91 13 19
91 9 14
91 6 3
91 7 6
91 13 11
91 15 12
91 17 8
91 18 12
91 8 12
91 8 11
91 12 9
91 12 11
91 4 2
91 2 9
91 17 12
91 7 9
92 1 8
92 4 18
92 11 13
92 16 3
92 8 3
92 3 18
92 6 5
92 12 6
92 12 6
92 4 10
93 11 7
93 4 13
93 20 15
93 3 8
93 20 3
93 1 9
93 11 13
93 13 2
93 10 9
93 14 13
94 1 18
94 11 16
94 7 15
94 5 16
94 10 12
94 7 17
94 14 15
94 20 16
94 9 6
94 9 12
95 6 16
95 10 16
95 5 19
95 2 19
95 2 18
95 12 13
95 1 19
95 12 4
95 10 8
95 16 19
96 3 2
96 17 14
96 12 5
96 14 7
96 9 8
96 13 12
96 18 7
96 13 1
96 17 6
96 17 8
97 2 6
97 4 8
97 3 5
97 11 7
97 20 5
97 19 18
97 11 5
97 12 8
97 3 14
97 3 5
98 4 8
98 9 20
98 13 1
98 15 5
98 19 13
98 5 20
98 20 15
98 13 7
98 14 15
98 5 1
98 17 20
98 9 1
98 10 18
98 13 16
98 14 6
98 15 2
98 2 4
98 17 14
98 14 11
98 3 9
99 17 4
99 16 7
99 12 5
99 14 7
99 19 3
99 3 13
99 19 3
99 13 4
99 19 6
99 19 13
100 9 8
100 18 17
100 16 10
100 19 20
100 3 19
100 18 11
100 3 14
100 17 1
100 11 16
100 12 10
101 9 18
101 15 5
101 1 13
101 11 14
101 9 19
101 19 20
101 10 7
101 5 20
101 19 3
101 11 20
101 13 4
101 9 6
101 3 8
101 14 13
101 5 14
101 10 1
101 11 18
101 14 17
101 5 16
101 10 15
102 16 1
102 9 4
102 15 2
102 19 7
102 19 20
102 3 4
102 16 18
102 18 17
102 3 13
102 17 8
102 3 5
103 2 10
103 17 12
103 6 15
103 1 18
103 15 13
103 20 19
103 10 9
103 2 8
103 11 14
103 9 20
104 17 13
104 7 13
104 5 7
104 2 6
104 12 18
104 5 19
104 9 10
104 10 15
104 9 7
104 5 10
105 11 2
105 9 5
105 4 18
105 2 9
105 19 4
105 16 20
105 17 13
105 18 6
105 6 5
105 1 8
105 18 7
105 11 3
105 6 2
105 4 19
105 15 7
105 7 2
105 2 1
105 15 10
105 19 14
106 6 2
106 5 9
106 13 8
106 18 6
106 20 18
106 12 1
106 14 6
106 10 7
106 10 9
106 9 1
107 4 9
107 8 6
107 16 10
107 19 20
107 20 10
107 2 19
107 3 13
107 19 11
107 18 4
107 3 9
107 3 11
107 11 16
107 8 12
108 18 9
108 18 10
108 11 15
108 18 5
108 10 13
108 11 17
108 1 5
108 16 8
108 9 2
108 11 19
109 4 8
109 19 8
109 5 9
109 17 3
109 10 4
109 9 1
109 10 3
109 17 16
109 13 19
109 12 9
110 15 18
110 16 20
110 20 7
110 11 1
110 16 6
110 11 2
110 17 9
110 18 19
110 11 12
110 12 10
111 12 2
111 5 20
111 11 20
111 11 7
111 12 18
111 4 8
111 1 14
111 18 8
111 10 3
111 16 6
112 8 13
112 11 1
112 10 20
112 10 13
112 3 17
112 19 3
112 7 2
112 6 3
112 19 7
112 19 4
113 2 16
113 1 8
113 15 8
113 14 2
113 19 2
113 7 6
113 19 4
113 12 9
113 15 17
113 11 5
113 6 10
113 6 5
113 10 2
113 14 6
113 14 8
113 5 16
113 4 10
113 2 3
113 9 3
113 12 17
114 8 13
114 2 19
114 7 14
114 10 18
114 2 10
114 5 12
114 20 16
114 1 12
114 6 3
114 6 13
115 13 7
115 19 9
115 15 12
115 10 16
115 15 6
115 12 14
115 20 6
115 19 1
115 3 5
115 13 14
116 6 1
116 8 4
116 19 7
116 13 1
116 4 13
116 8 14
116 11 6
116 14 12
116 17 6
116 15 5
116 3 13
116 13 2
116 16 13
116 8 12
116 12 11
116 18 19
116 5 16
116 3 14
116 18 7
116 17 12
117 7 20
117 20 14
117 20 18
117 5 4
117 9 15
117 15 4
117 9 2
117 15 13
117 11 19
117 5 19
118 6 8
118 20 15
118 8 16
118 8 14
118 4 14
118 12 3
118 20 8
118 20 9
118 4 3
118 14 1
119 2 3
119 13 8
119 13 5
119 6 1
119 3 18
119 10 19
119 20 11
119 2 13
119 19 7
119 11 14
120 13 17
120 12 14
120 17 3
120 10 19
120 20 1
120 12 16
120 19 7
120 13 8
120 18 1
120 17 6
121 14 17
121 18 13
121 8 13
121 13 6
121 15 6
121 19 17
121 8 6
121 12 7
121 14 9
121 9 17
121 1 13
121 7 6
121 18 19
122 10 18
122 9 4
122 20 10
122 11 16
122 15 10
122 9 18
122 8 12
122 11 19
122 8 9
122 5 10
123 18 5
123 13 12
123 4 9
123 11 16
123 11 7
123 17 9
123 8 14
123 1 14
123 17 2
123 13 17
123 3 7
123 10 3
123 11 3
123 8 17
123 6 7
123 14 7
123 18 6
123 15 3
123 11 4
123 5 3
124 4 8
124 15 2
124 3 1
124 20 2
124 15 5
124 4 10
124 6 3
124 3 15
124 4 13
124 12 9
125 3 16
125 16 14
125 6 8
125 10 13
125 14 13
125 1 6
125 18 3
125 7 10
125 7 16
125 12 8
126 8 5
126 15 9
126 8 1
126 7 2
126 5 4
126 6 9
126 6 15
126 8 9
126 17 18
126 17 12
127 7 6
127 5 20
127 12 6
127 4 1
127 5 16
127 7 18
127 4 16
127 5 6
127 20 4
127 6 13
128 6 3
128 20 2
128 9 11
128 15 18
128 15 16
128 1 2
128 4 16
128 1 13
128 7 16
128 11 5
129 16 6
129 1 6
129 19 20
129 12 6
129 4 8
129 9 14
129 13 5
129 12 18
129 18 10
129 15 10
130 5 17
130 16 20
130 13 10
130 14 6
130 18 20
130 3 18
130 19 17
130 18 9
130 16 6
130 7 20
131 15 1
131 10 9
131 4 16
131 15 9
131 16 9
131 20 8
131 5 13
131 5 2
131 18 5
131 16 8
132 8 4
132 3 1
132 11 1
132 11 12
132 6 3
132 3 19
132 17 9
132 18 14
132 11 19
132 11 15
133 12 9
133 12 2
133 14 18
133 14 17
133 11 20
133 15 3
133 12 4
133 13 3
133 15 13
133 8 12
134 11 12
134 11 2
134 3 8
134 7 10
134 20 5
134 6 10
134 11 5
134 6 19
134 11 18
134 20 3
134 19 14
134 5 16
134 4 16
134 10 1
134 4 8
134 4 2
134 8 18
134 17 12
134 19 16
135 19 9
135 8 5
135 1 19
135 8 20
135 10 9
135 12 13
135 8 9
135 13 20
135 1 18
135 16 3
135 8 14
135 9 11
135 6 3
135 4 9
135 7 16
135 15 16
135 15 3
135 13 15
135 10 15
135 5 3
136 7 6
136 16 20
136 20 5
136 10 6
136 1 4
136 7 3
136 11 1
136 8 2
136 12 4
136 7 9
137 17 19
137 5 4
137 11 2
137 10 20
137 11 7
137 17 15
137 14 2
137 15 12
137 10 1
137 16 13
138 5 18
138 11 17
138 14 15
138 12 4
138 7 20
138 4 13
138 11 8
138 2 6
138 10 2
138 14 6
138 14 19
138 16 13
138 14 3
138 11 15
138 10 6
138 10 18
138 1 20
138 8 17
138 7 18
138 4 13
139 6 2
139 2 11
139 13 17
139 20 9
139 20 13
139 1 11
139 2 14
139 20 9
139 17 12
139 17 9
139 3 13
140 11 1
140 12 14
140 20 1
140 17 7
140 2 1
140 18 3
140 18 8
140 13 1
140 18 17
140 9 7
141 13 8
141 19 9
141 17 3
141 6 3
141 11 1
141 11 20
141 5 6
141 19 11
141 19 16
141 13 4
142 7 5
142 15 11
142 13 11
142 18 9
142 12 13
142 7 2
142 4 5
142 18 19
142 18 7
142 17 16
143 5 9
143 6 5
143 2 20
143 11 14
143 2 12
143 11 3
143 19 13
143 7 18
143 8 17
143 10 5
144 5 4
144 10 4
144 9 4
144 12 13
144 17 11
144 9 16
144 20 2
144 9 20
144 6 17
144 13 3
144 17 6
145 9 15
145 19 8
145 18 13
145 18 4
145 12 18
145 15 7
145 14 13
145 6 3
145 9 13
145 13 4
146 16 6
146 20 15
146 1 5
146 12 10
146 17 10
146 18 7
146 13 2
146 14 13
146 19 5
146 14 5
147 12 19
147 12 6
147 3 17
147 3 18
147 10 8
147 8 13
147 14 5
147 11 5
147 10 4
147 19 18
148 3 2
148 3 16
148 19 9
148 11 7
148 16 5
148 20 2
148 14 8
148 18 2
148 19 6
148 9 17
148 4 5
149 10 5
149 11 2
149 13 9
149 12 5
149 14 7
149 2 9
149 6 4
149 11 4
149 13 14
149 12 7
150 7 13
150 6 17
150 3 9
150 13 9
150 11 13
150 11 16
150 4 18
150 5 1
150 17 10
150 4 6
151 4 20
151 12 16
151 1 14
151 1 3
151 8 9
151 1 3
151 8 14
151 6 10
151 12 14
151 17 18
152 13 16
152 3 9
152 15 2
152 16 18
152 20 1
152 7 16
152 19 10
152 4 8
152 19 2
152 11 6
152 13 1
152 19 5
152 19 4
153 9 8
153 11 6
153 5 1
153 1 19
153 15 14
153 17 10
153 7 12
153 6 1
153 9 14
153 13 16
154 9 18
154 10 6
154 9 15
154 13 6
154 2 7
154 19 15
154 17 5
154 2 16
154 17 16
154 10 5
155 19 8
155 6 7
155 11 8
155 16 7
155 7 8
155 13 4
155 2 1
155 12 17
155 10 6
155 9 3
155 13 3
155 19 4
156 9 15
156 5 14
156 13 7
156 7 17
156 16 4
156 6 15
156 2 5
156 6 10
156 1 5
156 12 8
157 17 4
157 5 8
157 18 13
157 20 19
157 13 12
157 7 11
157 3 19
157 8 6
157 7 12
157 5 4
157 13 16
157 5 16
157 6 16
157 12 11
157 1 14
157 17 12
157 7 16
157 20 7
157 14 5
158 10 5
158 7 13
158 10 20
158 19 1
158 18 4
158 3 1
158 9 20
158 9 17
158 12 9
158 12 4
159 16 1
159 4 19
159 7 14
159 12 18
159 17 2
159 1 12
159 11 16
159 2 15
159 8 2
159 2 4
160 4 8
160 14 12
160 15 16
160 12 19
160 20 3
160 4 16
160 17 1
160 11 19
160 10 17
160 19 18
161 8 5
161 6 10
161 5 18
161 11 18
161 20 18
161 2 14
161 6 14
161 4 18
161 10 19
161 13 15
161 12 4
162 3 2
162 9 13
162 9 2
162 11 7
162 6 1
162 10 12
162 13 1
162 18 12
162 10 15
162 18 13
163 2 3
163 2 11
163 4 8
163 9 18
163 6 2
163 4 3
163 20 10
163 19 3
163 6 11
163 9 11
163 7 14
163 16 18
163 9 16
163 10 11
163 6 19
163 13 15
164 6 7
164 11 16
164 13 17
164 13 18
164 6 12
164 7 1
164 4 10
164 11 9
164 6 8
164 13 12
164 6 1
164 13 20
164 7 18
164 15 13
165 17 18
165 19 8
165 6 9
165 13 7
165 6 20
165 9 2
165 18 15
165 5 20
165 11 7
165 3 6
165 1 18
165 14 15
165 1 8
165 12 18
165 5 2
165 5 14
165 6 16
165 6 10
165 3 9
166 7 19
166 11 6
166 16 15
166 2 9
166 15 18
166 16 14
166 7 5
166 20 19
166 12 14
166 10 9
166 16 9
166 16 10
166 13 9
166 3 17
166 3 12
166 4 18
166 2 18
166 19 18
166 15 17
166 20 7
167 5 15
167 10 19
167 4 16
167 20 16
167 20 17
167 17 15
167 10 6
167 1 14
167 9 13
167 3 11
167 7 6
167 20 2
167 10 18
167 8 15
167 1 14
167 12 17
167 1 19
167 18 7
167 10 17
167 4 13
168 13 9
168 15 13
168 7 10
168 1 2
168 1 17
168 13 7
168 17 4
168 6 19
168 14 10
168 7 6
169 18 1
169 19 9
169 8 15
169 11 9
169 12 7
169 3 14
169 19 6
169 11 4
169 11 15
169 11 14
170 1 11
170 15 19
170 18 14
170 12 10
170 3 1
170 12 14
170 9 10
170 2 13
170 17 6
170 7 4
170 11 18
170 4 14
170 1 11
170 3 11
170 7 19
170 3 14
170 6 16
170 20 2
170 20 16
170 17 12
171 11 9
171 18 13
171 20 3
171 1 7
171 13 14
171 8 15
171 2 14
171 15 13
171 2 18
171 18 19
172 19 11
172 8 9
172 6 11
172 7 1
172 19 10
172 2 9
172 2 20
172 19 1
172 10 14
172 10 1
173 1 20
173 3 9
173 9 15
173 19 12
173 9 17
173 4 16
173 2 12
173 5 2
173 6 11
173 3 5
174 18 1
174 13 7
174 4 15
174 15 12
174 15 5
174 9 4
174 3 12
174 9 2
174 19 10
174 13 20
175 6 16
175 2 16
175 18 13
175 1 12
175 16 18
175 1 20
175 8 20
175 5 18
175 4 16
175 20 18
176 9 13
176 8 3
176 7 19
176 10 1
176 13 17
176 9 11
176 9 20
176 4 20
176 10 3
176 14 3
176 3 5
176 6 18
176 11 18
176 16 10
176 7 15
176 16 15
176 9 3
176 10 19
176 12 20
177 11 2
177 10 16
177 18 6
177 11 13
177 19 5
177 17 4
177 19 6
177 10 9
177 1 2
177 17 8
178 17 4
178 18 2
178 5 12
178 13 19
178 20 12
178 6 19
178 4 11
178 13 3
178 6 13
178 4 12
179 10 9
179 18 5
179 7 6
179 17 13
179 16 9
179 2 13
179 14 3
179 1 3
179 11 6
179 9 1
179 14 4
179 14 6
179 20 13
179 7 6
179 14 1
179 10 6
179 1 7
179 1 5
179 14 1
179 18 13
180 14 18
180 7 6
180 11 8
180 16 6
180 8 1
180 16 13
180 20 8
180 14 12
180 16 19
180 17 8
181 13 2
181 20 7
181 7 5
181 14 4
181 17 5
181 12 5
181 2 1
181 18 20
181 9 2
181 18 9
181 12 16
181 6 11
181 12 16
181 18 7
182 3 2
182 3 8
182 12 3
182 10 1
182 15 5
182 13 17
182 14 10
182 8 14
182 1 5
182 3 9
182 10 16
182 4 7
182 3 20
182 16 4
182 7 18
182 18 9
182 1 2
182 8 18
182 20 6
182 7 16
183 5 12
183 10 17
183 5 9
183 12 2
183 7 13
183 20 9
183 12 1
183 7 16
183 17 18
183 7 9
184 3 2
184 17 14
184 5 6
184 5 7
184 3 13
184 6 8
184 6 10
184 12 4
184 12 2
184 17 15
184 12 6
184 1 15
184 5 19
184 4 19
184 17 14
184 6 19
184 11 15
184 4 13
185 15 2
185 15 3
185 3 1
185 14 16
185 12 1
185 10 8
185 5 2
185 13 5
185 17 8
185 11 5
186 8 3
186 11 9
186 10 19
186 20 8
186 20 13
186 13 2
186 11 8
186 13 17
186 5 6
186 10 2
186 17 1
186 12 18
186 18 6
186 15 6
186 2 7
186 12 16
186 12 17
186 13 15
186 14 16
187 9 8
187 15 7
187 14 17
187 14 4
187 9 20
187 20 6
187 3 4
187 15 11
187 10 17
187 9 7
188 10 4
188 19 18
188 11 18
188 16 5
188 18 7
188 16 4
188 16 15
188 18 7
188 6 4
188 18 8
189 8 3
189 15 19
189 4 12
189 20 16
189 20 15
189 1 19
189 9 15
189 20 12
189 8 18
189 9 15
189 18 12
189 3 13
189 5 2
189 17 10
189 8 19
189 5 1
189 11 16
189 8 18
189 16 14
189 5 3
190 20 4
190 13 7
190 20 2
190 13 11
190 16 1
190 11 3
190 19 1
190 12 9
190 13 15
190 12 4
191 15 8
191 20 10
191 1 8
191 14 9
191 4 18
191 14 6
191 3 2
191 16 5
191 10 9
191 12 6
192 5 14
192 8 4
192 3 1
192 11 2
192 3 1
192 3 13
192 4 15
192 2 16
192 7 12
192 8 20
193 20 16
193 20 7
193 20 15
193 12 13
193 3 2
193 10 3
193 18 5
193 9 8
193 9 6
193 19 16
194 8 13
194 17 18
194 7 17
194 2 1
194 13 5
194 9 10
194 11 14
194 9 7
194 14 18
194 4 9
194 11 16
194 10 18
194 17 13
194 15 20
194 15 7
194 3 6
194 20 5
194 6 8
194 14 13
194 7 12
194 13 8
194 10 6
194 9 6
194 12 4
194 8 9
194 6 15
194 16 10
194 9 13
194 4 8
194 1 12
194 8 3
194 17 10
194 16 13
194 12 18
194 2 5
194 11 8
194 8 5
194 11 15
194 11 12
194 17 5
194 8 15
